,taster_name,taster_twitter_handle,points
125408,,,92
125409,,,92
125410,,,92
125411,,,92
125412,,,92
125413,Roger Voss,@vossroger,92
125414,Roger Voss,@vossroger,92
125415,Roger Voss,@vossroger,92
125416,Roger Voss,@vossroger,92
125417,Roger Voss,@vossroger,92
125418,,,92
125419,,,92
125420,,,92
125421,,,92
125422,,,92
125423,Roger Voss,@vossroger,92
125424,,,92
125425,,,90
125426,Michael Schachner,@wineschach,90
125427,Joe Czerwinski,@JoeCz,89
125428,,,89
125429,,,89
125430,,,89
125431,Michael Schachner,@wineschach,89
125432,,,89
125433,Joe Czerwinski,@JoeCz,89
125434,,,89
125435,Joe Czerwinski,@JoeCz,89
125436,Joe Czerwinski,@JoeCz,89
125437,,,89
125438,Joe Czerwinski,@JoeCz,89
125439,Michael Schachner,@wineschach,89
125440,Joe Czerwinski,@JoeCz,89
125441,Joe Czerwinski,@JoeCz,89
125442,,,89
125443,Michael Schachner,@wineschach,89
125444,Michael Schachner,@wineschach,89
125445,Anne Krebiehl MW,@AnneInVino,93
125446,Sean P. Sullivan,@wawinereport,93
125447,Anne Krebiehl MW,@AnneInVino,93
125448,Sean P. Sullivan,@wawinereport,93
125449,Anne Krebiehl MW,@AnneInVino,93
125450,Matt Kettmann,@mattkettmann,93
125451,Anne Krebiehl MW,@AnneInVino,93
125452,Virginie Boone,@vboone,93
125453,Sean P. Sullivan,@wawinereport,93
125454,Anne Krebiehl MW,@AnneInVino,93
125455,Anne Krebiehl MW,@AnneInVino,93
125456,Sean P. Sullivan,@wawinereport,93
125457,Matt Kettmann,@mattkettmann,93
125458,Sean P. Sullivan,@wawinereport,93
125459,Roger Voss,@vossroger,93
125460,Sean P. Sullivan,@wawinereport,93
125461,Anne Krebiehl MW,@AnneInVino,93
125462,Anne Krebiehl MW,@AnneInVino,93
125463,Lauren Buzzeo,@laurbuzz,93
125464,Anne Krebiehl MW,@AnneInVino,93
125465,Matt Kettmann,@mattkettmann,93
125466,Michael Schachner,@wineschach,93
125467,Matt Kettmann,@mattkettmann,93
125468,Anne Krebiehl MW,@AnneInVino,93
125469,Anne Krebiehl MW,@AnneInVino,93
125470,Anne Krebiehl MW,@AnneInVino,93
125471,Anne Krebiehl MW,@AnneInVino,93
125472,Virginie Boone,@vboone,93
125473,Anne Krebiehl MW,@AnneInVino,93
125474,Anne Krebiehl MW,@AnneInVino,93
125475,Roger Voss,@vossroger,90
125476,,,90
125477,Paul Gregutt,@paulgwine ,90
125478,,,90
125479,,,90
125480,,,90
125481,,,90
125482,,,90
125483,,,90
125484,Anna Lee C. Iijima,,90
125485,Roger Voss,@vossroger,90
125486,,,90
125487,Virginie Boone,@vboone,90
125488,Roger Voss,@vossroger,90
125489,,,90
125490,,,90
125491,Paul Gregutt,@paulgwine ,90
125492,,,90
125493,,,90
125494,Michael Schachner,@wineschach,90
125495,Michael Schachner,@wineschach,90
125496,Virginie Boone,@vboone,90
125497,Sean P. Sullivan,@wawinereport,90
125498,Jim Gordon,@gordone_cellars,90
125499,Matt Kettmann,@mattkettmann,90
125500,Anne Krebiehl MW,@AnneInVino,90
125501,Sean P. Sullivan,@wawinereport,90
125502,Paul Gregutt,@paulgwine ,90
125503,Virginie Boone,@vboone,90
125504,Virginie Boone,@vboone,90
125505,Joe Czerwinski,@JoeCz,90
125506,Joe Czerwinski,@JoeCz,90
125507,Lauren Buzzeo,@laurbuzz,90
125508,Sean P. Sullivan,@wawinereport,90
125509,Kerin O’Keefe,@kerinokeefe,90
125510,Paul Gregutt,@paulgwine ,90
125511,Roger Voss,@vossroger,90
125512,Anne Krebiehl MW,@AnneInVino,90
125513,Jim Gordon,@gordone_cellars,90
125514,Joe Czerwinski,@JoeCz,90
125515,Jim Gordon,@gordone_cellars,90
125516,Matt Kettmann,@mattkettmann,90
125517,Paul Gregutt,@paulgwine ,90
125518,Jim Gordon,@gordone_cellars,90
125519,Kerin O’Keefe,@kerinokeefe,90
125520,Sean P. Sullivan,@wawinereport,90
125521,Roger Voss,@vossroger,88
125522,Roger Voss,@vossroger,88
125523,Roger Voss,@vossroger,88
125524,Roger Voss,@vossroger,88
125525,Anna Lee C. Iijima,,88
125526,Matt Kettmann,@mattkettmann,88
125527,Jim Gordon,@gordone_cellars,88
125528,Kerin O’Keefe,@kerinokeefe,88
125529,Michael Schachner,@wineschach,88
125530,Matt Kettmann,@mattkettmann,88
125531,Sean P. Sullivan,@wawinereport,88
125532,Paul Gregutt,@paulgwine ,88
125533,Matt Kettmann,@mattkettmann,88
125534,Virginie Boone,@vboone,88
125535,Anna Lee C. Iijima,,88
125536,Kerin O’Keefe,@kerinokeefe,88
125537,Kerin O’Keefe,@kerinokeefe,88
125538,Sean P. Sullivan,@wawinereport,88
125539,Anna Lee C. Iijima,,88
125540,Kerin O’Keefe,@kerinokeefe,88
125541,Roger Voss,@vossroger,88
125542,Sean P. Sullivan,@wawinereport,88
125543,Anne Krebiehl MW,@AnneInVino,88
125544,Virginie Boone,@vboone,88
125545,Matt Kettmann,@mattkettmann,88
125546,Sean P. Sullivan,@wawinereport,88
125547,Sean P. Sullivan,@wawinereport,88
125548,Virginie Boone,@vboone,88
125549,Virginie Boone,@vboone,88
125550,Michael Schachner,@wineschach,88
125551,Kerin O’Keefe,@kerinokeefe,89
125552,Roger Voss,@vossroger,89
125553,Paul Gregutt,@paulgwine ,89
125554,Kerin O’Keefe,@kerinokeefe,89
125555,Roger Voss,@vossroger,89
125556,Roger Voss,@vossroger,89
125557,Roger Voss,@vossroger,89
125558,Roger Voss,@vossroger,89
125559,Roger Voss,@vossroger,89
125560,Roger Voss,@vossroger,89
125561,Roger Voss,@vossroger,89
125562,Roger Voss,@vossroger,89
125563,Matt Kettmann,@mattkettmann,89
125564,Matt Kettmann,@mattkettmann,89
125565,Sean P. Sullivan,@wawinereport,89
125566,Sean P. Sullivan,@wawinereport,89
125567,Paul Gregutt,@paulgwine ,89
125568,Michael Schachner,@wineschach,89
125569,Michael Schachner,@wineschach,89
125570,Anna Lee C. Iijima,,89
125571,Jim Gordon,@gordone_cellars,89
125572,Anna Lee C. Iijima,,89
125573,Roger Voss,@vossroger,89
125574,Paul Gregutt,@paulgwine ,89
125575,Roger Voss,@vossroger,89
125576,Anna Lee C. Iijima,,89
125577,Anna Lee C. Iijima,,89
125578,Joe Czerwinski,@JoeCz,89
125579,Kerin O’Keefe,@kerinokeefe,89
125580,Matt Kettmann,@mattkettmann,89
125581,Roger Voss,@vossroger,90
125582,Anne Krebiehl MW,@AnneInVino,90
125583,Anne Krebiehl MW,@AnneInVino,90
125584,Virginie Boone,@vboone,90
125585,Virginie Boone,@vboone,90
125586,Anne Krebiehl MW,@AnneInVino,90
125587,Anne Krebiehl MW,@AnneInVino,90
125588,Matt Kettmann,@mattkettmann,90
125589,Matt Kettmann,@mattkettmann,90
125590,Sean P. Sullivan,@wawinereport,90
125591,Joe Czerwinski,@JoeCz,90
125592,Anne Krebiehl MW,@AnneInVino,90
125593,Virginie Boone,@vboone,90
125594,Roger Voss,@vossroger,90
125595,Sean P. Sullivan,@wawinereport,90
125596,Jim Gordon,@gordone_cellars,90
125597,Matt Kettmann,@mattkettmann,90
125598,Matt Kettmann,@mattkettmann,90
125599,Anne Krebiehl MW,@AnneInVino,90
125600,Virginie Boone,@vboone,90
125601,Kerin O’Keefe,@kerinokeefe,90
125602,Anna Lee C. Iijima,,90
125603,Virginie Boone,@vboone,90
125604,Anna Lee C. Iijima,,90
125605,Anne Krebiehl MW,@AnneInVino,90
125606,Virginie Boone,@vboone,90
125607,Virginie Boone,@vboone,90
125608,Roger Voss,@vossroger,90
125609,Roger Voss,@vossroger,90
125610,Roger Voss,@vossroger,90
125611,Anna Lee C. Iijima,,86
125612,,,86
125613,Paul Gregutt,@paulgwine ,86
125614,Sean P. Sullivan,@wawinereport,86
125615,,,86
125616,Roger Voss,@vossroger,86
125617,Roger Voss,@vossroger,86
125618,Roger Voss,@vossroger,86
125619,,,86
125620,,,86
125621,,,86
125622,Michael Schachner,@wineschach,86
125623,,,86
125624,Michael Schachner,@wineschach,86
125625,Sean P. Sullivan,@wawinereport,86
125626,,,86
125627,,,86
125628,,,86
125629,Michael Schachner,@wineschach,86
125630,Virginie Boone,@vboone,86
125631,Paul Gregutt,@paulgwine ,86
125632,Michael Schachner,@wineschach,86
125633,Michael Schachner,@wineschach,86
125634,,,86
125635,,,86
125636,Roger Voss,@vossroger,86
125637,Roger Voss,@vossroger,86
125638,,,86
125639,Michael Schachner,@wineschach,86
125640,,,86
125641,Joe Czerwinski,@JoeCz,89
125642,Joe Czerwinski,@JoeCz,88
125643,,,88
125644,,,88
125645,Paul Gregutt,@paulgwine ,88
125646,Roger Voss,@vossroger,88
125647,,,88
125648,Michael Schachner,@wineschach,88
125649,,,88
125650,Michael Schachner,@wineschach,88
125651,,,88
125652,Michael Schachner,@wineschach,88
125653,Roger Voss,@vossroger,88
125654,Paul Gregutt,@paulgwine ,88
125655,,,88
125656,Paul Gregutt,@paulgwine ,88
125657,,,88
125658,,,88
125659,Paul Gregutt,@paulgwine ,88
125660,Paul Gregutt,@paulgwine ,88
125661,Joe Czerwinski,@JoeCz,88
125662,Roger Voss,@vossroger,86
125663,Anne Krebiehl MW,@AnneInVino,86
125664,Joe Czerwinski,@JoeCz,86
125665,Jim Gordon,@gordone_cellars,86
125666,Virginie Boone,@vboone,86
125667,Sean P. Sullivan,@wawinereport,86
125668,Sean P. Sullivan,@wawinereport,86
125669,Anna Lee C. Iijima,,86
125670,Sean P. Sullivan,@wawinereport,86
125671,Kerin O’Keefe,@kerinokeefe,86
125672,Virginie Boone,@vboone,86
125673,Joe Czerwinski,@JoeCz,86
125674,Virginie Boone,@vboone,86
125675,Alexander Peartree,,86
125676,Alexander Peartree,,86
125677,Alexander Peartree,,86
125678,Michael Schachner,@wineschach,86
125679,Virginie Boone,@vboone,86
125680,Anne Krebiehl MW,@AnneInVino,86
125681,Jim Gordon,@gordone_cellars,86
125682,Anne Krebiehl MW,@AnneInVino,86
125683,Matt Kettmann,@mattkettmann,86
125684,Joe Czerwinski,@JoeCz,86
125685,Matt Kettmann,@mattkettmann,86
125686,Sean P. Sullivan,@wawinereport,86
125687,Matt Kettmann,@mattkettmann,86
125688,Virginie Boone,@vboone,86
125689,Alexander Peartree,,86
125690,Roger Voss,@vossroger,86
125691,Roger Voss,@vossroger,86
125692,,,86
125693,,,86
125694,,,86
125695,Virginie Boone,@vboone,86
125696,,,86
125697,,,86
125698,Michael Schachner,@wineschach,86
125699,,,86
125700,Kerin O’Keefe,@kerinokeefe,86
125701,Roger Voss,@vossroger,86
125702,,,86
125703,,,86
125704,Kerin O’Keefe,@kerinokeefe,86
125705,Michael Schachner,@wineschach,86
125706,Kerin O’Keefe,@kerinokeefe,86
125707,Kerin O’Keefe,@kerinokeefe,86
125708,Kerin O’Keefe,@kerinokeefe,86
125709,Roger Voss,@vossroger,86
125710,,,86
125711,Jeff Jenssen,@worldwineguys,86
125712,Roger Voss,@vossroger,86
125713,Roger Voss,@vossroger,86
125714,Matt Kettmann,@mattkettmann,91
125715,Roger Voss,@vossroger,91
125716,Matt Kettmann,@mattkettmann,91
125717,Matt Kettmann,@mattkettmann,91
125718,Matt Kettmann,@mattkettmann,91
125719,Sean P. Sullivan,@wawinereport,91
125720,Michael Schachner,@wineschach,91
125721,Virginie Boone,@vboone,91
125722,Virginie Boone,@vboone,91
125723,Kerin O’Keefe,@kerinokeefe,91
125724,Michael Schachner,@wineschach,91
125725,Matt Kettmann,@mattkettmann,91
125726,Matt Kettmann,@mattkettmann,91
125727,Anna Lee C. Iijima,,91
125728,Matt Kettmann,@mattkettmann,91
125729,Matt Kettmann,@mattkettmann,91
125730,Virginie Boone,@vboone,91
125731,Anne Krebiehl MW,@AnneInVino,91
125732,Anne Krebiehl MW,@AnneInVino,91
125733,Roger Voss,@vossroger,91
125734,Jeff Jenssen,@worldwineguys,91
125735,Anne Krebiehl MW,@AnneInVino,91
125736,Anne Krebiehl MW,@AnneInVino,91
125737,Anne Krebiehl MW,@AnneInVino,91
125738,Matt Kettmann,@mattkettmann,91
125739,Kerin O’Keefe,@kerinokeefe,91
125740,Matt Kettmann,@mattkettmann,91
125741,Virginie Boone,@vboone,91
125742,Virginie Boone,@vboone,91
125743,Matt Kettmann,@mattkettmann,91
125744,Michael Schachner,@wineschach,88
125745,Paul Gregutt,@paulgwine ,88
125746,Paul Gregutt,@paulgwine ,88
125747,Michael Schachner,@wineschach,88
125748,Michael Schachner,@wineschach,88
125749,Anna Lee C. Iijima,,88
125750,Paul Gregutt,@paulgwine ,88
125751,Paul Gregutt,@paulgwine ,88
125752,,,88
125753,,,88
125754,Roger Voss,@vossroger,88
125755,Roger Voss,@vossroger,88
125756,,,88
125757,Michael Schachner,@wineschach,88
125758,Paul Gregutt,@paulgwine ,88
125759,Paul Gregutt,@paulgwine ,88
125760,Virginie Boone,@vboone,88
125761,,,88
125762,,,88
125763,Joe Czerwinski,@JoeCz,88
125764,Paul Gregutt,@paulgwine ,88
125765,,,88
125766,,,88
125767,,,88
125768,Michael Schachner,@wineschach,88
125769,Michael Schachner,@wineschach,81
125770,Paul Gregutt,@paulgwine ,81
125771,,,81
125772,Michael Schachner,@wineschach,80
125773,Michael Schachner,@wineschach,80
125774,,,80
125775,Joe Czerwinski,@JoeCz,86
125776,,,96
125777,,,94
125778,,,93
125779,,,93
125780,,,93
125781,,,93
125782,Roger Voss,@vossroger,93
125783,,,93
125784,,,93
125785,,,93
125786,,,93
125787,,,92
125788,,,92
125789,,,92
125790,,,92
125791,Roger Voss,@vossroger,92
125792,,,92
125793,,,92
125794,Paul Gregutt,@paulgwine ,85
125795,Roger Voss,@vossroger,85
125796,,,85
125797,Paul Gregutt,@paulgwine ,85
125798,,,85
125799,Michael Schachner,@wineschach,85
125800,,,85
125801,Michael Schachner,@wineschach,85
125802,Anna Lee C. Iijima,,85
125803,Michael Schachner,@wineschach,85
125804,Michael Schachner,@wineschach,85
125805,Michael Schachner,@wineschach,85
125806,,,85
125807,Joe Czerwinski,@JoeCz,85
125808,,,85
125809,Virginie Boone,@vboone,85
125810,Virginie Boone,@vboone,85
125811,Michael Schachner,@wineschach,85
125812,Roger Voss,@vossroger,85
125813,,,85
125814,Paul Gregutt,@paulgwine ,85
125815,Roger Voss,@vossroger,85
125816,Virginie Boone,@vboone,85
125817,,,85
125818,Roger Voss,@vossroger,85
125819,Roger Voss,@vossroger,85
125820,Michael Schachner,@wineschach,85
125821,,,85
125822,,,85
125823,Michael Schachner,@wineschach,80
125824,Michael Schachner,@wineschach,80
125825,Michael Schachner,@wineschach,80
125826,Michael Schachner,@wineschach,80
125827,Michael Schachner,@wineschach,80
125828,Paul Gregutt,@paulgwine ,98
125829,Paul Gregutt,@paulgwine ,98
125830,,,97
125831,,,97
125832,,,97
125833,,,96
125834,Paul Gregutt,@paulgwine ,96
125835,,,96
125836,,,96
125837,Paul Gregutt,@paulgwine ,96
125838,Paul Gregutt,@paulgwine ,96
125839,Paul Gregutt,@paulgwine ,96
125840,Paul Gregutt,@paulgwine ,96
125841,Roger Voss,@vossroger,95
125842,Paul Gregutt,@paulgwine ,95
125843,,,95
125844,Paul Gregutt,@paulgwine ,95
125845,,,95
125846,,,95
125847,,,95
125848,Paul Gregutt,@paulgwine ,95
125849,Sean P. Sullivan,@wawinereport,93
125850,Sean P. Sullivan,@wawinereport,93
125851,Michael Schachner,@wineschach,93
125852,Kerin O’Keefe,@kerinokeefe,93
125853,Sean P. Sullivan,@wawinereport,93
125854,Virginie Boone,@vboone,93
125855,Sean P. Sullivan,@wawinereport,93
125856,Virginie Boone,@vboone,93
125857,Anne Krebiehl MW,@AnneInVino,93
125858,Matt Kettmann,@mattkettmann,93
125859,Kerin O’Keefe,@kerinokeefe,93
125860,Kerin O’Keefe,@kerinokeefe,93
125861,Matt Kettmann,@mattkettmann,93
125862,Roger Voss,@vossroger,93
125863,Roger Voss,@vossroger,93
125864,Sean P. Sullivan,@wawinereport,93
125865,Kerin O’Keefe,@kerinokeefe,93
125866,Virginie Boone,@vboone,93
125867,Sean P. Sullivan,@wawinereport,93
125868,Anne Krebiehl MW,@AnneInVino,93
125869,Matt Kettmann,@mattkettmann,93
125870,Matt Kettmann,@mattkettmann,93
125871,Virginie Boone,@vboone,93
125872,Anne Krebiehl MW,@AnneInVino,93
125873,Anne Krebiehl MW,@AnneInVino,93
125874,Matt Kettmann,@mattkettmann,93
125875,Mike DeSimone,@worldwineguys,93
125876,Kerin O’Keefe,@kerinokeefe,93
125877,Sean P. Sullivan,@wawinereport,93
125878,Mike DeSimone,@worldwineguys,93
125879,,,87
125880,Paul Gregutt,@paulgwine ,87
125881,Paul Gregutt,@paulgwine ,87
125882,,,87
125883,,,87
125884,Michael Schachner,@wineschach,87
125885,Michael Schachner,@wineschach,87
125886,,,87
125887,Susan Kostrzewa,@suskostrzewa,87
125888,,,87
125889,Michael Schachner,@wineschach,87
125890,Susan Kostrzewa,@suskostrzewa,87
125891,Paul Gregutt,@paulgwine ,87
125892,,,87
125893,,,87
125894,Susan Kostrzewa,@suskostrzewa,87
125895,Roger Voss,@vossroger,87
125896,,,87
125897,,,87
125898,Paul Gregutt,@paulgwine ,87
125899,Roger Voss,@vossroger,87
125900,Michael Schachner,@wineschach,87
125901,,,87
125902,,,87
125903,Michael Schachner,@wineschach,92
125904,,,92
125905,Virginie Boone,@vboone,92
125906,Roger Voss,@vossroger,92
125907,Roger Voss,@vossroger,92
125908,,,92
125909,Kerin O’Keefe,@kerinokeefe,92
125910,,,92
125911,Joe Czerwinski,@JoeCz,92
125912,Roger Voss,@vossroger,92
125913,Michael Schachner,@wineschach,92
125914,Roger Voss,@vossroger,92
125915,,,92
125916,Kerin O’Keefe,@kerinokeefe,92
125917,,,92
125918,Kerin O’Keefe,@kerinokeefe,92
125919,Kerin O’Keefe,@kerinokeefe,92
125920,,,92
125921,,,92
125922,,,92
125923,Roger Voss,@vossroger,92
125924,Joe Czerwinski,@JoeCz,92
125925,,,92
125926,,,92
125927,,,92
125928,Michael Schachner,@wineschach,92
125929,Michael Schachner,@wineschach,92
125930,Roger Voss,@vossroger,92
125931,Roger Voss,@vossroger,92
125932,Kerin O’Keefe,@kerinokeefe,92
125933,Roger Voss,@vossroger,90
125934,Kerin O’Keefe,@kerinokeefe,90
125935,Roger Voss,@vossroger,90
125936,Michael Schachner,@wineschach,90
125937,Virginie Boone,@vboone,90
125938,Joe Czerwinski,@JoeCz,90
125939,Virginie Boone,@vboone,90
125940,Lauren Buzzeo,@laurbuzz,90
125941,Michael Schachner,@wineschach,90
125942,Lauren Buzzeo,@laurbuzz,90
125943,Anna Lee C. Iijima,,90
125944,Kerin O’Keefe,@kerinokeefe,90
125945,Virginie Boone,@vboone,90
125946,Virginie Boone,@vboone,90
125947,Roger Voss,@vossroger,90
125948,Roger Voss,@vossroger,90
125949,Roger Voss,@vossroger,90
125950,Jim Gordon,@gordone_cellars,90
125951,Roger Voss,@vossroger,90
125952,Sean P. Sullivan,@wawinereport,90
125953,Sean P. Sullivan,@wawinereport,90
125954,Matt Kettmann,@mattkettmann,90
125955,Matt Kettmann,@mattkettmann,90
125956,Virginie Boone,@vboone,90
125957,Matt Kettmann,@mattkettmann,90
125958,Roger Voss,@vossroger,90
125959,Roger Voss,@vossroger,90
125960,Matt Kettmann,@mattkettmann,90
125961,Matt Kettmann,@mattkettmann,90
125962,Roger Voss,@vossroger,90
125963,Roger Voss,@vossroger,90
125964,Roger Voss,@vossroger,90
125965,Jim Gordon,@gordone_cellars,90
125966,Roger Voss,@vossroger,90
125967,Virginie Boone,@vboone,90
125968,Roger Voss,@vossroger,90
125969,Virginie Boone,@vboone,90
125970,Virginie Boone,@vboone,90
125971,Matt Kettmann,@mattkettmann,90
125972,Sean P. Sullivan,@wawinereport,90
125973,Michael Schachner,@wineschach,90
125974,Michael Schachner,@wineschach,90
125975,Virginie Boone,@vboone,90
125976,Kerin O’Keefe,@kerinokeefe,90
125977,Matt Kettmann,@mattkettmann,90
125978,Roger Voss,@vossroger,90
125979,Virginie Boone,@vboone,90
125980,Virginie Boone,@vboone,90
125981,Virginie Boone,@vboone,90
125982,Michael Schachner,@wineschach,90
125983,Paul Gregutt,@paulgwine ,90
125984,Virginie Boone,@vboone,90
125985,Paul Gregutt,@paulgwine ,90
125986,Roger Voss,@vossroger,90
125987,Paul Gregutt,@paulgwine ,90
125988,Anna Lee C. Iijima,,90
125989,Anna Lee C. Iijima,,90
125990,Kerin O’Keefe,@kerinokeefe,90
125991,Virginie Boone,@vboone,90
125992,Virginie Boone,@vboone,90
125993,Roger Voss,@vossroger,84
125994,Roger Voss,@vossroger,84
125995,Roger Voss,@vossroger,84
125996,Lauren Buzzeo,@laurbuzz,84
125997,Roger Voss,@vossroger,84
125998,Virginie Boone,@vboone,84
125999,Virginie Boone,@vboone,84
126000,Roger Voss,@vossroger,84
126001,Michael Schachner,@wineschach,84
126002,Roger Voss,@vossroger,84
126003,Michael Schachner,@wineschach,84
126004,Virginie Boone,@vboone,84
126005,Roger Voss,@vossroger,84
126006,Roger Voss,@vossroger,84
126007,Roger Voss,@vossroger,84
126008,Roger Voss,@vossroger,84
126009,Roger Voss,@vossroger,84
126010,Paul Gregutt,@paulgwine ,84
126011,Michael Schachner,@wineschach,84
126012,Matt Kettmann,@mattkettmann,84
126013,Matt Kettmann,@mattkettmann,84
126014,Roger Voss,@vossroger,84
126015,Michael Schachner,@wineschach,84
126016,Michael Schachner,@wineschach,84
126017,Virginie Boone,@vboone,84
126018,Matt Kettmann,@mattkettmann,84
126019,Roger Voss,@vossroger,84
126020,Michael Schachner,@wineschach,84
126021,Paul Gregutt,@paulgwine ,92
126022,Roger Voss,@vossroger,92
126023,Michael Schachner,@wineschach,92
126024,Jim Gordon,@gordone_cellars,92
126025,Paul Gregutt,@paulgwine ,92
126026,Matt Kettmann,@mattkettmann,92
126027,Paul Gregutt,@paulgwine ,92
126028,Matt Kettmann,@mattkettmann,92
126029,Paul Gregutt,@paulgwine ,92
126030,Anne Krebiehl MW,@AnneInVino,92
126031,Jim Gordon,@gordone_cellars,92
126032,Joe Czerwinski,@JoeCz,92
126033,Michael Schachner,@wineschach,92
126034,Matt Kettmann,@mattkettmann,92
126035,Matt Kettmann,@mattkettmann,92
126036,Virginie Boone,@vboone,92
126037,Roger Voss,@vossroger,92
126038,Joe Czerwinski,@JoeCz,92
126039,Virginie Boone,@vboone,92
126040,Matt Kettmann,@mattkettmann,92
126041,Matt Kettmann,@mattkettmann,92
126042,Michael Schachner,@wineschach,92
126043,Anne Krebiehl MW,@AnneInVino,92
126044,Virginie Boone,@vboone,92
126045,Roger Voss,@vossroger,92
126046,Roger Voss,@vossroger,92
126047,Roger Voss,@vossroger,92
126048,Roger Voss,@vossroger,92
126049,Roger Voss,@vossroger,92
126050,Roger Voss,@vossroger,92
126051,,,88
126052,,,88
126053,,,88
126054,,,88
126055,,,88
126056,Roger Voss,@vossroger,88
126057,,,88
126058,Anna Lee C. Iijima,,88
126059,Roger Voss,@vossroger,88
126060,Joe Czerwinski,@JoeCz,88
126061,,,88
126062,Paul Gregutt,@paulgwine ,88
126063,Virginie Boone,@vboone,88
126064,Virginie Boone,@vboone,88
126065,Roger Voss,@vossroger,88
126066,Paul Gregutt,@paulgwine ,88
126067,Roger Voss,@vossroger,88
126068,Roger Voss,@vossroger,88
126069,Lauren Buzzeo,@laurbuzz,88
126070,,,88
126071,,,88
126072,,,88
126073,Roger Voss,@vossroger,88
126074,Paul Gregutt,@paulgwine ,88
126075,,,88
126076,Anna Lee C. Iijima,,88
126077,Joe Czerwinski,@JoeCz,88
126078,Roger Voss,@vossroger,85
126079,Paul Gregutt,@paulgwine ,84
126080,,,84
126081,Michael Schachner,@wineschach,84
126082,,,84
126083,,,84
126084,,,84
126085,Anne Krebiehl MW,@AnneInVino,84
126086,Roger Voss,@vossroger,84
126087,Virginie Boone,@vboone,84
126088,Kerin O’Keefe,@kerinokeefe,84
126089,Roger Voss,@vossroger,84
126090,Roger Voss,@vossroger,84
126091,Michael Schachner,@wineschach,84
126092,Roger Voss,@vossroger,86
126093,,,86
126094,,,86
126095,Michael Schachner,@wineschach,86
126096,Anna Lee C. Iijima,,86
126097,Virginie Boone,@vboone,86
126098,,,86
126099,Anna Lee C. Iijima,,86
126100,Roger Voss,@vossroger,86
126101,Michael Schachner,@wineschach,86
126102,Michael Schachner,@wineschach,86
126103,,,86
126104,Virginie Boone,@vboone,86
126105,Roger Voss,@vossroger,86
126106,Roger Voss,@vossroger,86
126107,,,86
126108,Roger Voss,@vossroger,86
126109,,,86
126110,Lauren Buzzeo,@laurbuzz,86
126111,Lauren Buzzeo,@laurbuzz,86
126112,Anna Lee C. Iijima,,86
126113,Roger Voss,@vossroger,86
126114,,,86
126115,Roger Voss,@vossroger,86
126116,,,86
126117,Roger Voss,@vossroger,85
126118,Roger Voss,@vossroger,85
126119,,,85
126120,,,84
126121,,,84
126122,,,84
126123,,,84
126124,,,84
126125,,,84
126126,Virginie Boone,@vboone,84
126127,,,84
126128,,,84
126129,,,84
126130,,,84
126131,,,84
126132,,,84
126133,Virginie Boone,@vboone,84
126134,Roger Voss,@vossroger,84
126135,Roger Voss,@vossroger,84
126136,Michael Schachner,@wineschach,84
126137,Michael Schachner,@wineschach,84
126138,,,84
126139,Michael Schachner,@wineschach,84
126140,Michael Schachner,@wineschach,84
126141,Michael Schachner,@wineschach,84
126142,,,84
126143,,,84
126144,,,84
126145,Roger Voss,@vossroger,84
126146,,,84
126147,Paul Gregutt,@paulgwine ,89
126148,Kerin O’Keefe,@kerinokeefe,89
126149,Matt Kettmann,@mattkettmann,89
126150,,,89
126151,Joe Czerwinski,@JoeCz,89
126152,Anna Lee C. Iijima,,88
126153,Lauren Buzzeo,@laurbuzz,88
126154,,,88
126155,Anna Lee C. Iijima,,88
126156,Anna Lee C. Iijima,,88
126157,Michael Schachner,@wineschach,88
126158,,,88
126159,Kerin O’Keefe,@kerinokeefe,88
126160,Joe Czerwinski,@JoeCz,88
126161,Paul Gregutt,@paulgwine ,88
126162,Anna Lee C. Iijima,,88
126163,,,88
126164,,,88
126165,,,88
126166,Kerin O’Keefe,@kerinokeefe,88
126167,Kerin O’Keefe,@kerinokeefe,88
126168,Paul Gregutt,@paulgwine ,88
126169,Kerin O’Keefe,@kerinokeefe,88
126170,Paul Gregutt,@paulgwine ,88
126171,Sean P. Sullivan,@wawinereport,88
126172,Joe Czerwinski,@JoeCz,88
126173,Michael Schachner,@wineschach,88
126174,,,88
126175,,,88
126176,Michael Schachner,@wineschach,88
126177,Paul Gregutt,@paulgwine ,88
126178,,,88
126179,Paul Gregutt,@paulgwine ,88
126180,Paul Gregutt,@paulgwine ,88
126181,Paul Gregutt,@paulgwine ,88
126182,,,88
126183,Roger Voss,@vossroger,88
126184,,,88
126185,,,88
126186,Michael Schachner,@wineschach,88
126187,,,88
126188,,,88
126189,,,88
126190,,,88
126191,,,88
126192,Paul Gregutt,@paulgwine ,88
126193,Paul Gregutt,@paulgwine ,88
126194,,,88
126195,Michael Schachner,@wineschach,88
126196,,,88
126197,,,88
126198,,,88
126199,Paul Gregutt,@paulgwine ,88
126200,,,88
126201,,,88
126202,,,88
126203,,,88
126204,,,88
126205,Anna Lee C. Iijima,,88
126206,Kerin O’Keefe,@kerinokeefe,88
126207,Roger Voss,@vossroger,88
126208,Roger Voss,@vossroger,88
126209,Roger Voss,@vossroger,88
126210,Sean P. Sullivan,@wawinereport,88
126211,Sean P. Sullivan,@wawinereport,88
126212,Lauren Buzzeo,@laurbuzz,88
126213,Virginie Boone,@vboone,88
126214,Jim Gordon,@gordone_cellars,88
